         41662604 function calls (40090220 primitive calls) in 230.319 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   132364    0.016    0.000    0.016    0.000 event.py:92(kind)
    23341    0.016    0.000    0.016    0.000 parallel.py:345(__init__)
    16338    0.016    0.000    0.308    0.000 module.py:213(__next__)
    67793    0.016    0.000    0.016    0.000 {method 'acquire' of '_thread.RLock' objects}
8066/7684    0.016    0.000    0.118    0.000 abstract.py:60(__call__)
     9695    0.016    0.000    0.034    0.000 analysis.py:66(fix_point_progress)
     8534    0.016    0.000    0.256    0.000 initialise.py:23(init)
     4259    0.016    0.000    0.431    0.000 lowering.py:1282(delvar)
     8506    0.016    0.000    0.060    0.000 values.py:729(__init__)
     7938    0.016    0.000    0.016    0.000 std.py:234(__call__)
     2142    0.016    0.000    0.103    0.000 values.py:593(__init__)
        6    0.016    0.003    0.016    0.003 {method 'write_table' of 'pyarrow._parquet.ParquetWriter' objects}
        1    0.016    0.016    0.023    0.023 falcon_profiling.py:144(<listcomp>)
    13023    0.016    0.000    0.347    0.000 genericpath.py:16(exists)
    23426    0.016    0.000    0.021    0.000 queue.py:212(_put)
    11443    0.015    0.000    0.030    0.000 inspect.py:2489(__init__)
     6073    0.015    0.000    2.539    0.000 _parallel_backends.py:227(effective_n_jobs)
    41427    0.015    0.000    0.015    0.000 {built-in method time.time}
    68948    0.015    0.000    0.015    0.000 {method 'release' of '_thread.lock' objects}
    23341    0.015    0.000    0.021    0.000 queue.py:216(_get)
     6073    0.015    0.000    0.015    0.000 {built-in method faiss._swigfaiss.new_IndexIDMap}
    38268    0.015    0.000    0.022    0.000 ir.py:379(__getattr__)
    12146    0.015    0.000    0.024    0.000 weakref.py:103(remove)
    12146    0.015    0.000    0.308    0.000 connection.py:130(__del__)
    40536    0.015    0.000    0.015    0.000 npytypes.py:453(key)
    16505    0.015    0.000    0.015    0.000 weakref.py:345(remove)
    12167    0.015    0.000    0.023    0.000 tempfile.py:133(rng)
    18668    0.015    0.000    0.023    0.000 values.py:538(__iter__)
     6236    0.015    0.000    0.055    0.000 _collections_abc.py:657(get)
     1219    0.014    0.000    0.321    0.000 types.py:33(_get_ll_pointer_type)
     4792    0.014    0.000    0.304    0.000 context.py:364(resolve_value_type)
     8485    0.014    0.000    0.150    0.000 value.py:206(is_declaration)
2950/2236    0.014    0.000    0.261    0.000 base.py:540(get_function)
     6073    0.014    0.000    0.014    0.000 {built-in method faiss._swigfaiss.new_IndexFlatIP}
     5628    0.014    0.000    0.066    0.000 base.py:362(install_registry)
    18220    0.014    0.000    0.019    0.000 synchronize.py:97(__exit__)
     6073    0.014    0.000    0.031    0.000 threading.py:1071(is_alive)
    37936    0.014    0.000    0.014    0.000 {method 'replace' of 'str' objects}
    18220    0.014    0.000    2.967    0.000 synchronize.py:94(__enter__)
    12148    0.014    0.000    0.014    0.000 synchronize.py:90(_make_methods)
     3849    0.014    0.000    0.894    0.000 lowering.py:1258(storevar)
    18581    0.014    0.000    0.103    0.000 functions.py:298(<listcomp>)
   105947    0.014    0.000    0.014    0.000 values.py:229(_get_name)
    55920    0.014    0.000    0.018    0.000 utils.py:314(sublist_iterator)
      233    0.014    0.000    0.654    0.003 codegen.py:570(_optimize_functions)
     6645    0.014    0.000    0.073    0.000 instructions.py:515(descr)
 3684/876    0.014    0.000   12.544    0.014 context.py:231(_resolve_user_function_type)
     9260    0.013    0.000    0.057    0.000 context.py:418(install_registry)
   107356    0.013    0.000    0.013    0.000 {built-in method builtins.id}
     3732    0.013    0.000    0.049    0.000 controlflow.py:394(_eliminate_dead_blocks)
    11879    0.013    0.000    0.179    0.000 models.py:706(getter)
     6109    0.013    0.000    0.013    0.000 uuid.py:327(hex)
     1755    0.013    0.000    0.053    0.000 controlflow.py:653(_find_loops)
      126    0.013    0.000    0.127    0.001 byteflow.py:78(run)
     2612    0.013    0.000    0.036    0.000 npydecl.py:24(_handle_inputs)
    25032    0.013    0.000    0.013    0.000 ffi.py:319(detach)
     6647    0.013    0.000    0.517    0.000 builder.py:919(gep)
      722    0.013    0.000    0.100    0.000 inline_closurecall.py:1327(_inline_const_arraycall)
      802    0.013    0.000    0.016    0.000 sre_compile.py:276(_optimize_charset)
     6674    0.013    0.000    0.031    0.000 types.py:423(wrap_constant_value)
    81979    0.013    0.000    0.017    0.000 analysis.py:69(<genexpr>)
    26836    0.013    0.000    0.015    0.000 types.py:240(format_constant)
    12305    0.013    0.000    0.023    0.000 weakref.py:323(__new__)
    95970    0.013    0.000    0.013    0.000 {method 'items' of 'dict' objects}
     2532    0.013    0.000    0.072    0.000 module.py:45(add_metadata)
     7492    0.012    0.000    0.069    0.000 ir.py:862(__str__)
     1703    0.012    0.000    0.492    0.000 module.py:11(parse_assembly)
     6073    0.012    0.000    2.552    0.000 _parallel_backends.py:389(configure)
    20666    0.012    0.000    0.015    0.000 values.py:250(function_type)
    45934    0.012    0.000    0.028    0.000 __init__.py:1420(debug)
5217/5204    0.012    0.000    0.051    0.000 typeinfer.py:1077(add_type)
    36603    0.012    0.000    0.012    0.000 {built-in method posix.getpid}
      842    0.012    0.000    0.012    0.000 {method 'findall' of 're.Pattern' objects}
      126    0.012    0.000    0.078    0.001 interpreter.py:285(peep_hole_delete_with_exit)
    32083    0.012    0.000    0.012    0.000 {method 'copy' of 'dict' objects}
     3367    0.012    0.000    0.018    0.000 inspect.py:2772(__init__)
     6149    0.012    0.000    0.083    0.000 builder.py:737(alloca)
     3582    0.012    0.000    0.143    0.000 builder.py:297(if_then)
    23341    0.012    0.000    0.012    0.000 _parallel_backends.py:590(__init__)
     6149    0.012    0.000    0.064    0.000 instructions.py:475(__init__)
     6073    0.012    0.000    0.012    0.000 {built-in method faiss._swigfaiss.IndexIDMap_swiginit}
     6073    0.012    0.000   65.521    0.011 pool.py:924(__init__)
     6939    0.012    0.000    0.012    0.000 warnings.py:458(__enter__)
    25600    0.012    0.000    0.041    0.000 controlflow.py:101(add_edge)
     6073    0.012    0.000   13.970    0.002 swigfaiss.py:974(fvec_renorm_L2)
    35904    0.012    0.000    0.028    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.012    0.012    0.012    0.012 {built-in method mkl._py_mkl_service.get_version}
    16644    0.012    0.000    0.017    0.000 value.py:81(__init__)
13563/101    0.012    0.000    0.026    0.000 copy.py:128(deepcopy)
    24204    0.012    0.000    0.037    0.000 <__array_function__ internals>:2(can_cast)
     1448    0.011    0.000    0.272    0.000 cgutils.py:99(__init__)
     3966    0.011    0.000    0.039    0.000 instructions.py:309(__init__)
     3456    0.011    0.000    0.015    0.000 typeof.py:60(_typeof_buffer)
     9026    0.011    0.000    0.155    0.000 module.py:244(_next)
    10220    0.011    0.000    0.016    0.000 ir.py:1471(get_definition)
    17826    0.011    0.000    0.028    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
    24810    0.011    0.000    0.011    0.000 {built-in method _struct.pack}
    15/13    0.011    0.001    0.177    0.014 shutil.py:625(_rmtree_safe_fd)
      718    0.011    0.000    0.085    0.000 ir.py:1244(dump)
  420/419    0.011    0.000    0.555    0.001 lowering.py:562(lower_binop)
       30    0.011    0.000    0.011    0.000 _ufunc_config.py:32(seterr)
    35876    0.011    0.000    0.036    0.000 fromnumeric.py:551(swapaxes)
10592/6552    0.011    0.000    1.251    0.000 utils.py:274(__get__)
    20579    0.011    0.000    0.013    0.000 types.py:558(__eq__)
     6073    0.011    0.000    0.051    0.000 swigfaiss.py:1928(__init__)
    10126    0.011    0.000    0.074    0.000 cgutils.py:158(__setattr__)
     1822    0.011    0.000    0.160    0.000 falcon_profiling.py:264(<lambda>)
     1353    0.011    0.000    0.301    0.000 <frozen importlib._bootstrap_external>:849(get_code)
      488    0.011    0.000    0.090    0.000 compiler_machinery.py:341(dependency_analysis)
    17543    0.011    0.000    0.013    0.000 ir.py:702(__init__)
     2668    0.011    0.000    0.016    0.000 utils.py:213(_is_ascii)
    13025    0.010    0.000    0.019    0.000 enum.py:313(__call__)
     9341    0.010    0.000    0.019    0.000 context.py:248(_get_attribute_templates)
     6569    0.010    0.000    0.015    0.000 ir.py:1200(find_exprs)
     4146    0.010    0.000    0.100    0.000 builder.py:874(call)
     2990    0.010    0.000    0.011    0.000 api.py:952(_builtin_function_type)
     1855    0.010    0.000    0.025    0.000 ir_utils.py:1541(find_callname)
    12334    0.010    0.000    0.010    0.000 {built-in method _codecs.utf_8_decode}
    18227    0.010    0.000    0.010    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
     8066    0.010    0.000    0.046    0.000 abstract.py:48(_intern)
     1283    0.010    0.000    0.059    0.000 packer.py:73(__init__)
     6016    0.010    0.000    0.581    0.000 cgutils.py:866(gep_inbounds)
    40836    0.010    0.000    0.010    0.000 {method 'discard' of 'set' objects}
     1334    0.010    0.000    0.014    0.000 std.py:1443(format_dict)
     3966    0.010    0.000    0.031    0.000 instructions.py:325(descr)
     6477    0.010    0.000    0.017    0.000 templates.py:179(signature)
     8769    0.010    0.000    0.010    0.000 __init__.py:514(cast)
    29129    0.010    0.000    0.016    0.000 models.py:670(get_field_position)
     5220    0.010    0.000    0.065    0.000 byteflow.py:260(dispatch)
     9280    0.010    0.000    0.010    0.000 {method 'splitlines' of 'str' objects}
    18180    0.010    0.000    0.123    0.000 types.py:27(as_pointer)
 1521/358    0.010    0.000   12.219    0.034 typeinfer.py:558(__call__)
    35876    0.010    0.000    0.010    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
     6114    0.010    0.000    0.072    0.000 ffi.py:240(close)
16383/15521    0.010    0.000    0.012    0.000 types.py:127(__eq__)
    17356    0.010    0.000    0.022    0.000 {built-in method builtins.all}
 1886/925    0.010    0.000    8.958    0.010 lowering.py:997(lower_expr)
    23256    0.010    0.000    0.010    0.000 pool.py:348(_check_running)
    64309    0.010    0.000    0.022    0.000 {built-in method builtins.issubclass}
     6073    0.010    0.000    0.010    0.000 pool.py:157(__init__)
      378    0.010    0.000    0.013    0.000 controlflow.py:503(_find_dominators_internal)
     1654    0.010    0.000    0.101    0.000 <frozen importlib._bootstrap>:890(_find_spec)
    23203    0.010    0.000    0.010    0.000 ffi.py:302(__init__)
     3456    0.010    0.000    0.056    0.000 typeof.py:39(typeof_impl)
     2719    0.010    0.000    0.010    0.000 {built-in method _abc._abc_init}
31235/13988    0.010    0.000    0.012    0.000 packer.py:144(rec)
     5130    0.010    0.000    0.023    0.000 numpy_support.py:384(choose_types)
      158    0.009    0.000    0.097    0.001 ssa.py:154(_run_block_rewrite)
    17054    0.009    0.000    0.009    0.000 lowering.py:262(typeof)
     6085    0.009    0.000   19.846    0.003 parallel.py:755(_terminate_backend)
       27    0.009    0.000    0.010    0.000 cast.py:1617(construct_1d_object_array_from_listlike)
     6073    0.009    0.000    0.036    0.000 swigfaiss.py:5078(__init__)
    67793    0.009    0.000    0.009    0.000 {method 'release' of '_thread.RLock' objects}
     8628    0.009    0.000    0.018    0.000 context.py:445(_lookup_global)
    65229    0.009    0.000    0.009    0.000 analysis.py:40(<genexpr>)
    24367    0.009    0.000    0.009    0.000 threading.py:1031(name)
      718    0.009    0.000    0.015    0.000 interpreter.py:538(_remove_unused_temporaries)
     8534    0.009    0.000    0.010    0.000 errors.py:222(__exit__)
3847/1846    0.009    0.000    9.031    0.005 lowering.py:492(lower_assign)
    12990    0.009    0.000    0.013    0.000 controlflow.py:593(push_state)
    26150    0.009    0.000    0.011    0.000 types.py:231(__eq__)
        5    0.009    0.002    0.009    0.002 {built-in method posix.fork}
      643    0.009    0.000    0.034    0.000 templates.py:185(fold_arguments)
     1153    0.009    0.000    0.061    0.000 instructions.py:177(set_weights)
 6227/331    0.009    0.000    0.084    0.000 pprint.py:163(_format)
     6941    0.009    0.000    0.024    0.000 warnings.py:165(simplefilter)
  167/158    0.009    0.000    0.031    0.000 ir_utils.py:594(remove_dead_block)
    11119    0.009    0.000    0.009    0.000 {built-in method builtins.repr}
    17826    0.009    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
   6182/1    0.009    0.000    0.045    0.045 pickle.py:535(save)
     6939    0.009    0.000    0.010    0.000 warnings.py:477(__exit__)
    12146    0.009    0.000    0.009    0.000 {built-in method _weakref._remove_dead_weakref}
85624/85590    0.009    0.000    0.009    0.000 {built-in method builtins.iter}
  289/275    0.009    0.000    0.011    0.000 ir_utils.py:1516(build_definitions)
     7312    0.009    0.000    0.122    0.000 module.py:233(_next)
     1334    0.009    0.000    0.378    0.000 std.py:1147(__str__)
13943/12434    0.009    0.000    0.331    0.000 ir_utils.py:1495(guard)
     2809    0.009    0.000    0.021    0.000 version.py:271(__init__)
     8108    0.009    0.000    0.552    0.000 lowering.py:1321(decref)
     3910    0.009    0.000    0.051    0.000 builder.py:568(_icmp)
     5648    0.009    0.000    1.113    0.000 values.py:797(descr)
    66710    0.009    0.000    0.009    0.000 {method 'pop' of 'dict' objects}
    45395    0.009    0.000    0.009    0.000 compiler.py:269(__getattr__)
     2541    0.009    0.000    0.028    0.000 values.py:467(__init__)
     2247    0.009    0.000    0.021    0.000 models.py:712(<listcomp>)
     4710    0.009    0.000    0.049    0.000 instructions.py:167(descr)
    12684    0.009    0.000    0.018    0.000 builder.py:264(goto_block)
   122/22    0.009    0.000   19.311    0.878 compiler_machinery.py:316(run)
    17580    0.009    0.000    0.011    0.000 builder.py:241(position_at_end)
    12146    0.009    0.000    0.293    0.000 connection.py:360(_close)
    10177    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
     1334    0.009    0.000    0.010    0.000 std.py:188(__format__)
      372    0.009    0.000    0.015    0.000 doccer.py:177(indentcount_lines)
     2320    0.009    0.000    0.032    0.000 ir_utils.py:2158(enforce_no_dels)
     7942    0.009    0.000    0.026    0.000 base.py:128(_match)
      739    0.008    0.000    0.008    0.000 {built-in method posix.listdir}
     3688    0.008    0.000    0.501    0.000 lowering.py:1301(alloca_lltype)
     8506    0.008    0.000    0.012    0.000 values.py:683(__init__)
     5137    0.008    0.000    0.104    0.000 interpreter.py:668(_dispatch)
     7188    0.008    0.000    0.041    0.000 base.py:108(_match_arglist)
     6946    0.008    0.000    0.015    0.000 warnings.py:181(_add_filter)
     3411    0.008    0.000    0.244    0.000 errors.py:478(__init__)
       16    0.008    0.001    0.093    0.006 shape_base.py:24(atleast_1d)
8058/1458    0.008    0.000   19.282    0.013 compiler_machinery.py:261(check)
     3665    0.008    0.000    0.038    0.000 instructions.py:651(__init__)
     2557    0.008    0.000    0.274    0.000 npydecl.py:171(generic)
 2034/248    0.008    0.000    0.028    0.000 sre_compile.py:71(_compile)
     4683    0.008    0.000    0.022    0.000 values.py:456(__init__)
     8020    0.008    0.000    0.101    0.000 lowering.py:1251(loadvar)
     5137    0.008    0.000    0.016    0.000 byteflow.py:1230(append)
